0.00,7282,4657,7445
0.01,7282,4657,7445
0.01,7282,4657,7445
0.01,7282,4657,7445
0.01,7282,4657,7445
0.02,7282,4657,7445
0.02,7282,4657,7445
0.02,7282,4657,7445
0.02,7287,4663,7440
0.03,7287,4663,7440
0.03,7287,4663,7440
0.03,7287,4663,7440
0.03,7287,4663,7440
0.04,7287,4663,7440
0.04,7287,4663,7440
0.04,7287,4663,7440
0.04,7287,4663,7440
0.05,7287,4663,7440
0.05,7287,4663,7440
0.05,7287,4660,7445
0.06,7287,4660,7445
0.06,7287,4660,7445
0.06,7287,4660,7445
0.06,7287,4660,7445
0.07,7287,4660,7445
0.07,7287,4660,7445
0.07,7287,4660,7445
0.07,7287,4660,7445
0.08,7287,4660,7445
0.08,7287,4660,7445
0.08,7287,4660,7445
0.08,7287,4660,7445
0.09,7287,4660,7445
0.09,7287,4660,7445
0.09,7287,4660,7445
0.09,7287,4660,7445
0.10,7287,4660,7445
0.10,7287,4660,7445
0.10,7287,4660,7445
0.11,7287,4660,7445
0.11,7287,4660,7445
0.11,7287,4660,7445
0.11,7287,4660,7445
0.12,7287,4660,7445
0.12,7287,4660,7445
0.12,7287,4660,7445
0.12,7287,4660,7445
0.13,7287,4660,7445
0.13,7287,4660,7445
0.13,7287,4660,7445
0.13,7287,4660,7445
0.14,7287,4660,7445
0.14,7287,4663,7440
0.14,7287,4663,7440
0.14,7287,4663,7440
0.15,7287,4663,7440
0.15,7287,4663,7440
0.15,7287,4663,7440
0.16,7287,4663,7440
0.16,7287,4663,7440
0.16,7287,4663,7440
0.16,7287,4663,7440
0.17,7287,4663,7440
0.17,7287,4666,7435
0.17,7287,4666,7435
0.17,7287,4666,7435
0.18,7287,4666,7435
0.18,7287,4666,7435
0.18,7287,4666,7435
0.18,7287,4666,7435
0.19,7287,4666,7435
0.19,7287,4666,7435
0.19,7287,4666,7435
0.19,7287,4666,7435
0.20,7287,4663,7440
0.20,7287,4663,7440
0.20,7287,4663,7440
0.21,7287,4663,7440
0.21,7287,4663,7440
0.21,7287,4663,7440
0.21,7287,4663,7440
0.22,7287,4663,7440
0.22,7287,4663,7440
0.22,7287,4663,7440
0.22,7287,4663,7440
0.23,7287,4663,7440
0.23,7287,4663,7440
0.23,7287,4663,7440
0.23,7287,4663,7440
0.24,7287,4663,7440
0.24,7287,4663,7440
0.24,7287,4663,7440
0.24,7287,4663,7440
0.25,7287,4663,7440
0.25,7287,4663,7440
0.25,7287,4660,7445
0.26,7287,4660,7445
0.26,7287,4660,7445
0.26,7287,4660,7445
0.26,7287,4660,7445
0.27,7287,4660,7445
0.27,7287,4660,7445
0.27,7287,4660,7445
0.27,7287,4660,7445
0.28,7287,4660,7445
0.28,7287,4660,7445
0.28,7287,4663,7440
0.28,7287,4663,7440
0.29,7287,4663,7440
0.29,7287,4663,7440
0.29,7287,4663,7440
0.29,7287,4663,7440
0.30,7287,4663,7440
0.30,7287,4663,7440
0.30,7287,4663,7440
0.31,7287,4663,7440
0.31,7287,4663,7440
0.31,7287,4660,7445
0.31,7287,4660,7445
0.32,7287,4660,7445
0.32,7287,4660,7445
0.32,7287,4660,7445
0.32,7287,4660,7445
0.33,7287,4660,7445
0.33,7287,4660,7445
0.33,7287,4660,7445
0.33,7287,4660,7445
0.34,7287,4660,7445
0.34,7287,4660,7445
0.34,7287,4660,7445
0.34,7287,4660,7445
0.35,7287,4660,7445
0.35,7287,4660,7445
0.35,7287,4660,7445
0.36,7287,4660,7445
0.36,7287,4660,7445
0.36,7287,4660,7445
0.36,7287,4660,7445
0.37,7287,4660,7445
0.37,7287,4660,7445
0.37,7287,4660,7445
0.37,7287,4660,7445
0.38,7287,4660,7445
0.38,7287,4660,7445
0.38,7287,4660,7445
0.38,7287,4660,7445
0.39,7287,4660,7445
0.39,7287,4660,7445
0.39,7287,4660,7445
0.39,7307,4676,7440
0.40,7307,4676,7440
0.40,7307,4676,7440
0.40,7307,4676,7440
0.41,7307,4676,7440
0.41,7307,4676,7440
0.41,7307,4676,7440
0.41,7307,4676,7440
0.42,7307,4676,7440
0.42,7307,4676,7440
0.42,7307,4676,7440
0.42,7327,4692,7435
0.43,7327,4692,7435
0.43,7327,4692,7435
0.43,7327,4692,7435
0.43,7327,4692,7435
0.44,7327,4692,7435
0.44,7327,4692,7435
0.44,7327,4692,7435
0.44,7327,4692,7435
0.45,7327,4692,7435
0.45,7327,4692,7435
0.45,7337,4692,7445
0.46,7337,4692,7445
0.46,7337,4692,7445
0.46,7337,4692,7445
0.46,7337,4692,7445
0.47,7337,4692,7445
0.47,7337,4692,7445
0.47,7337,4692,7445
0.47,7337,4692,7445
0.48,7337,4692,7445
0.48,7337,4692,7445
0.48,7327,4689,7440
0.48,7327,4689,7440
0.49,7327,4689,7440
0.49,7327,4689,7440
0.49,7327,4689,7440
0.49,7327,4689,7440
0.50,7327,4689,7440
0.50,7327,4689,7440
0.50,7327,4689,7440
0.51,7327,4689,7440
0.51,7327,4689,7440
0.51,7332,4689,7445
0.51,7332,4689,7445
0.52,7332,4689,7445
0.52,7332,4689,7445
0.52,7332,4689,7445
0.52,7332,4689,7445
0.53,7332,4689,7445
0.53,7332,4689,7445
0.53,7332,4689,7445
0.53,7332,4689,7445
0.54,7332,4689,7445
0.54,7327,4686,7445
0.54,7327,4686,7445
0.54,7327,4686,7445
0.55,7327,4686,7445
0.55,7327,4686,7445
0.55,7327,4686,7445
0.56,7327,4686,7445
0.56,7327,4686,7445
0.56,7327,4686,7445
0.56,7327,4686,7445
0.57,7327,4686,7445
0.57,7327,4686,7445
0.57,7327,4686,7445
0.57,7327,4686,7445
0.58,7327,4686,7445
0.58,7327,4686,7445
0.58,7327,4686,7445
0.58,7327,4686,7445
0.59,7327,4686,7445
0.59,7327,4686,7445
0.59,7327,4686,7445
0.59,7337,4692,7445
0.60,7337,4692,7445
0.60,7337,4692,7445
0.60,7337,4692,7445
0.61,7337,4692,7445
0.61,7337,4692,7445
0.61,7337,4692,7445
0.61,7337,4692,7445
0.62,7337,4692,7445
0.62,7337,4692,7445
0.62,7337,4692,7445
0.62,7327,4689,7440
0.63,7327,4689,7440
0.63,7327,4689,7440
0.63,7327,4689,7440
0.63,7327,4689,7440
0.64,7327,4689,7440
0.64,7327,4689,7440
0.64,7327,4689,7440
0.64,7327,4689,7440
0.65,7327,4689,7440
0.65,7327,4689,7440
0.65,7327,4689,7440
0.66,7327,4689,7440
0.66,7327,4689,7440
0.66,7327,4689,7440
0.66,7327,4689,7440
0.67,7327,4689,7440
0.67,7327,4689,7440
0.67,7327,4689,7440
0.67,7327,4689,7440
0.68,7327,4689,7440
0.68,7327,4689,7440
0.68,7327,4686,7445
0.68,7327,4686,7445
0.69,7327,4686,7445
0.69,7327,4686,7445
0.69,7327,4686,7445
0.69,7327,4686,7445
0.70,7327,4686,7445
0.70,7327,4686,7445
0.70,7327,4686,7445
0.71,7327,4686,7445
0.71,7327,4686,7445
0.71,7337,4692,7445
0.71,7337,4692,7445
0.72,7337,4692,7445
0.72,7337,4692,7445
0.72,7337,4692,7445
0.72,7337,4692,7445
0.73,7337,4692,7445
0.73,7337,4692,7445
0.73,7337,4692,7445
0.73,7337,4692,7445
0.74,7337,4692,7445
0.74,7337,4692,7445
0.74,7337,4692,7445
0.74,7337,4692,7445
0.75,7337,4692,7445
0.75,7337,4692,7445
0.75,7337,4692,7445
0.76,7337,4692,7445
0.76,7337,4692,7445
0.76,7337,4692,7445
0.76,7337,4692,7445
0.77,7337,4695,7440
0.77,7337,4695,7440
0.77,7337,4695,7440
0.77,7337,4695,7440
0.78,7337,4695,7440
0.78,7337,4695,7440
0.78,7337,4695,7440
0.78,7337,4695,7440
0.79,7337,4695,7440
0.79,7337,4695,7440
0.79,7337,4695,7440
0.79,7332,4689,7445
0.80,7332,4689,7445
0.80,7332,4689,7445
0.80,7332,4689,7445
0.81,7332,4689,7445
0.81,7332,4689,7445
0.81,7332,4689,7445
0.81,7332,4689,7445
0.82,7332,4689,7445
0.82,7332,4689,7445
0.82,7332,4689,7445
0.82,7337,4692,7445
0.83,7337,4692,7445
0.83,7337,4692,7445
0.83,7337,4692,7445
0.83,7337,4692,7445
0.84,7337,4692,7445
0.84,7337,4692,7445
0.84,7337,4692,7445
0.84,7337,4692,7445
0.85,7337,4692,7445
0.85,7337,4692,7445
0.85,7337,4692,7445
0.86,7337,4692,7445
